,Program Name,Schedule Name,Schedule Type,Source,Start Time,Duration,End Time,New Start Time,New End Time
257,2023 - RWC Preview Show (1),Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,59:15.2,00:15.0,59:30.2,2023-09-01 17:59:03,2023-09-01 17:59:18
258,2023 - RWC Preview Show (1),Promo-3 -15s.mp4,FILE,D:\Promos\Promo-3 -15s.mp4,59:30.2,00:15.0,59:45.3,2023-09-01 17:59:18,2023-09-01 17:59:33
259,2023 - RWC Preview Show (1),STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:45.3,00:05.0,59:50.3,2023-09-01 17:59:33,2023-09-01 17:59:38
260,2023 - RWC Preview Show (1),2023 - RWC Preview Show (1).mp4,FILE,D:\RugbyWC\2023 - RWC Preview Show (1).mp4,59:50.3,15:03.0,14:53.3,2023-09-01 17:59:38,2023-09-01 18:14:41
261,2023 - RWC Preview Show (1),STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,14:53.3,00:05.0,14:58.3,2023-09-01 18:14:41,2023-09-01 18:14:46
262,2023 - RWC Preview Show (1),Promo-19 -30s.mp4,FILE,D:\Promos\Promo-19 -30s.mp4,14:58.3,00:30.0,15:28.3,2023-09-01 18:14:46,2023-09-01 18:15:16
263,2023 - RWC Preview Show (1),SCTE35,EVENT,SCTE35,14:58.3,00:00.0,14:58.3,2023-09-01 18:15:16,2023-09-01 18:15:16
264,2023 - RWC Preview Show (1),Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,15:28.3,00:30.0,15:58.3,2023-09-01 18:15:16,2023-09-01 18:15:46
265,2023 - RWC Preview Show (1),Promo-10 -30s.mp4,FILE,D:\Promos\Promo-10 -30s.mp4,15:58.3,00:30.0,16:28.4,2023-09-01 18:15:46,2023-09-01 18:16:16
266,2023 - RWC Preview Show (1),Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,16:28.4,00:30.0,16:58.4,2023-09-01 18:16:16,2023-09-01 18:16:46
267,2023 - RWC Preview Show (1),STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,16:58.4,00:05.0,17:03.4,2023-09-01 18:16:46,2023-09-01 18:16:51
268,2023 - RWC Preview Show (1),2023 - RWC Preview Show (1).mp4,FILE,D:\RugbyWC\2023 - RWC Preview Show (1).mp4,17:03.4,11:31.5,28:34.9,2023-09-01 18:16:51,2023-09-01 18:28:22
269,2023 - RWC Preview Show (1),STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:34.9,00:05.0,28:39.9,2023-09-01 18:28:22,2023-09-01 18:28:27
270,2023 - RWC Preview Show (1),Promo-5 -60s.mp4,FILE,D:\Promos\Promo-5 -60s.mp4,28:39.9,01:00.0,29:40.0,2023-09-01 18:28:27,2023-09-01 18:29:27
271,2023 - RWC Preview Show (1),SCTE35,EVENT,SCTE35,28:39.9,00:00.0,28:39.9,2023-09-01 18:29:27,2023-09-01 18:29:27
272,2023 - RWC Preview Show (1),Promo-3 -15s.mp4,FILE,D:\Promos\Promo-3 -15s.mp4,29:40.0,00:15.0,29:55.0,2023-09-01 18:29:27,2023-09-01 18:29:42
273,2023 - RWC Preview Show (1),STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,29:55.0,00:05.0,30:00.0,2023-09-01 18:29:42,2023-09-01 18:29:47
274,2 - RWC 2011 Classic Match,2 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\2 - RWC 2011 Classic Match.mp4,30:00.0,12:20.0,42:20.0,2023-09-01 18:29:47,2023-09-01 18:42:07
275,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,42:20.0,00:05.0,42:25.0,2023-09-01 18:42:07,2023-09-01 18:42:12
276,2 - RWC 2011 Classic Match,Promo-5 -60s.mp4,FILE,D:\Promos\Promo-5 -60s.mp4,42:25.0,01:00.0,43:25.0,2023-09-01 18:42:12,2023-09-01 18:43:12
277,2 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,42:25.0,00:00.0,42:25.0,2023-09-01 18:43:12,2023-09-01 18:43:12
278,2 - RWC 2011 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,43:25.0,00:15.0,43:40.1,2023-09-01 18:43:12,2023-09-01 18:43:27
279,2 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,43:40.1,00:15.0,43:55.1,2023-09-01 18:43:27,2023-09-01 18:43:42
280,2 - RWC 2011 Classic Match,Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,43:55.1,00:30.0,44:25.1,2023-09-01 18:43:42,2023-09-01 18:44:12
281,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,44:25.1,00:05.0,44:30.1,2023-09-01 18:44:12,2023-09-01 18:44:17
282,2 - RWC 2011 Classic Match,2 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\2 - RWC 2011 Classic Match.mp4,44:30.1,13:44.0,58:14.2,2023-09-01 18:44:17,2023-09-01 18:58:01
283,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:14.2,00:05.0,58:19.2,2023-09-01 18:58:01,2023-09-01 18:58:06
284,2 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,58:19.2,00:52.3,59:11.4,2023-09-01 18:58:06,2023-09-01 18:58:58
285,2 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,58:19.2,00:00.0,58:19.2,2023-09-01 18:58:58,2023-09-01 18:58:58
286,2 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,59:11.4,00:15.0,59:26.5,2023-09-01 18:58:58,2023-09-01 18:59:13
287,2 - RWC 2011 Classic Match,Promo-19 -30s.mp4,FILE,D:\Promos\Promo-19 -30s.mp4,59:26.5,00:28.5,59:55.0,2023-09-01 18:59:13,2023-09-01 18:59:41
288,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:55.0,00:05.0,00:00.0,2023-09-01 18:59:41,2023-09-01 18:59:46
289,3 - RWC 2011 Classic Match,3 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\3 - RWC 2011 Classic Match.mp4,00:00.0,12:55.0,12:55.0,2023-09-01 18:59:46,2023-09-01 19:12:41
290,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,12:55.0,00:05.0,13:00.0,2023-09-01 19:12:41,2023-09-01 19:12:46
291,3 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,13:00.0,00:15.0,13:15.0,2023-09-01 19:12:46,2023-09-01 19:13:01
292,3 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,13:00.0,00:00.0,13:00.0,2023-09-01 19:13:01,2023-09-01 19:13:01
293,3 - RWC 2011 Classic Match,Promo-11-15s.mp4,FILE,D:\Promos\Promo-11-15s.mp4,13:15.0,00:15.0,13:30.1,2023-09-01 19:13:01,2023-09-01 19:13:16
294,3 - RWC 2011 Classic Match,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,13:30.1,01:00.0,14:30.1,2023-09-01 19:13:16,2023-09-01 19:14:16
295,3 - RWC 2011 Classic Match,Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,14:30.1,00:30.0,15:00.1,2023-09-01 19:14:16,2023-09-01 19:14:46
296,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,15:00.1,00:05.0,15:05.1,2023-09-01 19:14:46,2023-09-01 19:14:51
297,3 - RWC 2011 Classic Match,3 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\3 - RWC 2011 Classic Match.mp4,15:05.1,13:08.0,28:13.2,2023-09-01 19:14:51,2023-09-01 19:27:59
298,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:13.2,00:05.0,28:18.2,2023-09-01 19:27:59,2023-09-01 19:28:04
299,3 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,28:18.2,00:15.0,28:33.2,2023-09-01 19:28:04,2023-09-01 19:28:19
300,3 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,28:18.2,00:00.0,28:18.2,2023-09-01 19:28:19,2023-09-01 19:28:19
301,3 - RWC 2011 Classic Match,Promo-7 -15s.mp4,FILE,D:\Promos\Promo-7 -15s.mp4,28:33.2,00:15.0,28:48.2,2023-09-01 19:28:19,2023-09-01 19:28:34
302,3 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,28:48.2,00:52.3,29:40.5,2023-09-01 19:28:34,2023-09-01 19:29:26
303,3 - RWC 2011 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,29:40.5,00:14.5,29:55.0,2023-09-01 19:29:26,2023-09-01 19:29:40
304,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,29:55.0,00:05.0,30:00.0,2023-09-01 19:29:40,2023-09-01 19:29:45
305,4 - RWC 2011 Classic Match,4 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\4 - RWC 2011 Classic Match.mp4,30:00.0,13:55.0,43:55.0,2023-09-01 19:29:45,2023-09-01 19:43:40
306,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,43:55.0,00:05.0,44:00.0,2023-09-01 19:43:40,2023-09-01 19:43:45
307,4 - RWC 2011 Classic Match,Promo-8 -30s.mp4,FILE,D:\Promos\Promo-8 -30s.mp4,44:00.0,00:30.0,44:30.0,2023-09-01 19:43:45,2023-09-01 19:44:15
308,4 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,44:00.0,00:00.0,44:00.0,2023-09-01 19:44:15,2023-09-01 19:44:15
309,4 - RWC 2011 Classic Match,Promo-4 -30s.mp4,FILE,D:\Promos\Promo-4 -30s.mp4,44:30.0,00:30.0,45:00.1,2023-09-01 19:44:15,2023-09-01 19:44:45
310,4 - RWC 2011 Classic Match,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,45:00.1,00:30.0,45:30.1,2023-09-01 19:44:45,2023-09-01 19:45:15
311,4 - RWC 2011 Classic Match,Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,45:30.1,00:30.0,46:00.1,2023-09-01 19:45:15,2023-09-01 19:45:45
312,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,46:00.1,00:05.0,46:05.1,2023-09-01 19:45:45,2023-09-01 19:45:50
313,4 - RWC 2011 Classic Match,4 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\4 - RWC 2011 Classic Match.mp4,46:05.1,12:10.0,58:15.2,2023-09-01 19:45:50,2023-09-01 19:58:00
314,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:15.2,00:05.0,58:20.2,2023-09-01 19:58:00,2023-09-01 19:58:05
315,4 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,58:20.2,00:52.3,59:12.4,2023-09-01 19:58:05,2023-09-01 19:58:57
316,4 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,58:20.2,00:00.0,58:20.2,2023-09-01 19:58:57,2023-09-01 19:58:57
317,4 - RWC 2011 Classic Match,Promo-10 -30s.mp4,FILE,D:\Promos\Promo-10 -30s.mp4,59:12.4,00:30.0,59:42.5,2023-09-01 19:58:57,2023-09-01 19:59:27
318,4 - RWC 2011 Classic Match,Promo-11-15s.mp4,FILE,D:\Promos\Promo-11-15s.mp4,59:42.5,00:12.5,59:55.0,2023-09-01 19:59:27,2023-09-01 19:59:39
319,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:55.0,00:05.0,00:00.0,2023-09-01 19:59:39,2023-09-01 19:59:44
320,5 - RWC 2011 Classic Match,5 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\5 - RWC 2011 Classic Match.mp4,00:00.0,13:45.0,13:45.0,2023-09-01 19:59:44,2023-09-01 20:13:29
321,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,13:45.0,00:05.0,13:50.0,2023-09-01 20:13:29,2023-09-01 20:13:34
322,5 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,13:50.0,00:15.0,14:05.0,2023-09-01 20:13:34,2023-09-01 20:13:49
323,5 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,13:50.0,00:00.0,13:50.0,2023-09-01 20:13:49,2023-09-01 20:13:49
324,5 - RWC 2011 Classic Match,Promo-18 -15s.mp4,FILE,D:\Promos\Promo-18 -15s.mp4,14:05.0,00:15.0,14:20.1,2023-09-01 20:13:49,2023-09-01 20:14:04
325,5 - RWC 2011 Classic Match,Promo-2 -30s.mp4,FILE,D:\Promos\Promo-2 -30s.mp4,14:20.1,00:30.0,14:50.1,2023-09-01 20:14:04,2023-09-01 20:14:34
326,5 - RWC 2011 Classic Match,Promo-17-60s.mp4,FILE,D:\Promos\Promo-17-60s.mp4,14:50.1,01:00.0,15:50.1,2023-09-01 20:14:34,2023-09-01 20:15:34
327,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,15:50.1,00:05.0,15:55.1,2023-09-01 20:15:34,2023-09-01 20:15:39
328,5 - RWC 2011 Classic Match,5 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\5 - RWC 2011 Classic Match.mp4,15:55.1,12:17.0,28:12.2,2023-09-01 20:15:39,2023-09-01 20:27:56
329,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:12.2,00:05.0,28:17.2,2023-09-01 20:27:56,2023-09-01 20:28:01
330,5 - RWC 2011 Classic Match,Promo-10 -30s.mp4,FILE,D:\Promos\Promo-10 -30s.mp4,28:17.2,00:30.0,28:47.2,2023-09-01 20:28:01,2023-09-01 20:28:31
331,5 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,28:17.2,00:00.0,28:17.2,2023-09-01 20:28:31,2023-09-01 20:28:31
332,5 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,28:47.2,00:52.3,29:39.5,2023-09-01 20:28:31,2023-09-01 20:29:23
333,5 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,29:39.5,00:15.0,29:54.5,2023-09-01 20:29:23,2023-09-01 20:29:38
334,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,29:54.5,00:05.0,29:59.5,2023-09-01 20:29:38,2023-09-01 20:29:43
335,6 - RWC 2011 Classic Match,6 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\6 - RWC 2011 Classic Match.mp4,29:59.5,12:37.0,42:36.5,2023-09-01 20:29:43,2023-09-01 20:42:20
336,6 - RWC 2011 Classic Match,Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,42:36.5,00:30.0,43:06.5,2023-09-01 20:42:20,2023-09-01 20:42:50
337,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,43:06.5,00:05.0,43:11.5,2023-09-01 20:42:50,2023-09-01 20:42:55
338,6 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,43:11.5,00:15.0,43:26.6,2023-09-01 20:42:55,2023-09-01 20:43:10
339,6 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,43:11.5,00:00.0,43:11.5,2023-09-01 20:43:10,2023-09-01 20:43:10
340,6 - RWC 2011 Classic Match,Promo-11-15s.mp4,FILE,D:\Promos\Promo-11-15s.mp4,43:26.6,00:15.0,43:41.6,2023-09-01 20:43:10,2023-09-01 20:43:25
341,6 - RWC 2011 Classic Match,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,43:41.6,01:00.0,44:41.6,2023-09-01 20:43:25,2023-09-01 20:44:25
342,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,44:41.6,00:05.0,44:46.6,2023-09-01 20:44:25,2023-09-01 20:44:30
343,6 - RWC 2011 Classic Match,6 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\6 - RWC 2011 Classic Match.mp4,44:46.6,13:26.0,58:12.7,2023-09-01 20:44:30,2023-09-01 20:57:56
344,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:12.7,00:05.0,58:17.7,2023-09-01 20:57:56,2023-09-01 20:58:01
345,6 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,58:17.7,00:15.0,58:32.7,2023-09-01 20:58:01,2023-09-01 20:58:16
346,6 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,58:17.7,00:00.0,58:17.7,2023-09-01 20:58:16,2023-09-01 20:58:16
347,6 - RWC 2011 Classic Match,Promo-7 -15s.mp4,FILE,D:\Promos\Promo-7 -15s.mp4,58:32.7,00:15.0,58:47.7,2023-09-01 20:58:16,2023-09-01 20:58:31
348,6 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,58:47.7,00:52.3,59:40.0,2023-09-01 20:58:31,2023-09-01 20:59:23
349,6 - RWC 2011 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,59:40.0,00:15.0,59:55.0,2023-09-01 20:59:23,2023-09-01 20:59:38
350,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:55.0,00:05.0,00:00.0,2023-09-01 20:59:38,2023-09-01 20:59:43
351,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,00:00.0,12:38.0,12:38.0,2023-09-01 20:59:43,2023-09-01 21:12:21
352,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,12:38.0,00:05.0,12:43.0,2023-09-01 21:12:21,2023-09-01 21:12:26
353,7 - History of RWC 2007 & 2011,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,12:43.0,01:00.0,13:43.0,2023-09-01 21:12:26,2023-09-01 21:13:26
354,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,12:43.0,00:00.0,12:43.0,2023-09-01 21:13:26,2023-09-01 21:13:26
355,7 - History of RWC 2007 & 2011,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,13:43.0,00:30.0,14:13.1,2023-09-01 21:13:26,2023-09-01 21:13:56
356,7 - History of RWC 2007 & 2011,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,14:13.1,00:15.0,14:28.1,2023-09-01 21:13:56,2023-09-01 21:14:11
357,7 - History of RWC 2007 & 2011,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,14:28.1,00:15.0,14:43.1,2023-09-01 21:14:11,2023-09-01 21:14:26
358,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,14:43.1,00:05.0,14:48.1,2023-09-01 21:14:26,2023-09-01 21:14:31
359,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,14:48.1,13:14.0,28:02.1,2023-09-01 21:14:31,2023-09-01 21:27:45
360,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:02.1,00:05.0,28:07.1,2023-09-01 21:27:45,2023-09-01 21:27:50
361,7 - History of RWC 2007 & 2011,Promo-17-60s.mp4,FILE,D:\Promos\Promo-17-60s.mp4,28:07.1,01:00.0,29:07.2,2023-09-01 21:27:50,2023-09-01 21:28:50
362,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,28:07.1,00:00.0,28:07.1,2023-09-01 21:28:50,2023-09-01 21:28:50
363,7 - History of RWC 2007 & 2011,Promo-8 -30s.mp4,FILE,D:\Promos\Promo-8 -30s.mp4,29:07.2,00:30.0,29:37.2,2023-09-01 21:28:50,2023-09-01 21:29:20
364,7 - History of RWC 2007 & 2011,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,29:37.2,00:15.0,29:52.2,2023-09-01 21:29:20,2023-09-01 21:29:35
365,7 - History of RWC 2007 & 2011,Promo-3 -15s.mp4,FILE,D:\Promos\Promo-3 -15s.mp4,29:52.2,00:15.0,30:07.3,2023-09-01 21:29:35,2023-09-01 21:29:50
366,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,30:07.3,00:05.0,30:12.3,2023-09-01 21:29:50,2023-09-01 21:29:55
367,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,30:12.3,14:00.0,44:12.3,2023-09-01 21:29:55,2023-09-01 21:43:55
368,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,44:12.3,00:05.0,44:17.3,2023-09-01 21:43:55,2023-09-01 21:44:00
369,7 - History of RWC 2007 & 2011,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,44:17.3,00:15.0,44:32.3,2023-09-01 21:44:00,2023-09-01 21:44:15
370,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,44:17.3,00:00.0,44:17.3,2023-09-01 21:44:15,2023-09-01 21:44:15
371,7 - History of RWC 2007 & 2011,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,44:32.3,00:15.0,44:47.3,2023-09-01 21:44:15,2023-09-01 21:44:30
372,7 - History of RWC 2007 & 2011,Promo-4 -30s.mp4,FILE,D:\Promos\Promo-4 -30s.mp4,44:47.3,00:30.0,45:17.4,2023-09-01 21:44:30,2023-09-01 21:45:00
373,7 - History of RWC 2007 & 2011,Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,45:17.4,00:30.0,45:47.4,2023-09-01 21:45:00,2023-09-01 21:45:30
374,7 - History of RWC 2007 & 2011,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,45:47.4,00:30.0,46:17.4,2023-09-01 21:45:30,2023-09-01 21:46:00
375,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,46:17.4,00:05.0,46:22.4,2023-09-01 21:46:00,2023-09-01 21:46:05
376,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,46:22.4,11:57.3,58:19.8,2023-09-01 21:46:05,2023-09-01 21:58:02
377,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:19.8,00:05.0,58:24.8,2023-09-01 21:58:02,2023-09-01 21:58:07
378,7 - History of RWC 2007 & 2011,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,58:24.8,01:00.0,59:24.8,2023-09-01 21:58:07,2023-09-01 21:59:07
379,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,58:24.8,00:00.0,58:24.8,2023-09-01 21:59:07,2023-09-01 21:59:07
380,7 - History of RWC 2007 & 2011,Promo-8 -30s.mp4,FILE,D:\Promos\Promo-8 -30s.mp4,59:24.8,00:30.0,59:54.8,2023-09-01 21:59:07,2023-09-01 21:59:37
381,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:54.8,00:05.0,59:59.8,2023-09-01 21:59:37,2023-09-01 21:59:42
382,8 - RWC 2015 Classic Match,8 - RWC 2015 Classic Match.mp4,FILE,D:\RugbyWC\8 - RWC 2015 Classic Match.mp4,59:59.8,16:04.0,16:03.8,2023-09-01 21:59:42,2023-09-01 22:15:46
383,8 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,16:03.8,00:05.0,16:08.8,2023-09-01 22:15:46,2023-09-01 22:15:51
384,8 - RWC 2015 Classic Match,Promo-5 -60s.mp4,FILE,D:\Promos\Promo-5 -60s.mp4,16:08.8,01:00.0,17:08.9,2023-09-01 22:15:51,2023-09-01 22:16:51
385,8 - RWC 2015 Classic Match,SCTE35,EVENT,SCTE35,16:08.8,00:00.0,16:08.8,2023-09-01 22:16:51,2023-09-01 22:16:51
386,8 - RWC 2015 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,17:08.9,00:15.0,17:23.9,2023-09-01 22:16:51,2023-09-01 22:17:06
387,8 - RWC 2015 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,17:23.9,00:15.0,17:38.9,2023-09-01 22:17:06,2023-09-01 22:17:21
