,Program Name,Schedule Name,Schedule Type,Source,Start Time,Duration,End Time,New Start Time,New End Time
519,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,42:20.0,00:05.0,42:25.0,2023-09-02 02:41:55,2023-09-02 02:42:00
520,2 - RWC 2011 Classic Match,Promo-5 -60s.mp4,FILE,D:\Promos\Promo-5 -60s.mp4,42:25.0,01:00.0,43:25.0,2023-09-02 02:42:00,2023-09-02 02:43:00
521,2 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,42:25.0,00:00.0,42:25.0,2023-09-02 02:43:00,2023-09-02 02:43:00
522,2 - RWC 2011 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,43:25.0,00:15.0,43:40.1,2023-09-02 02:43:00,2023-09-02 02:43:15
523,2 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,43:40.1,00:15.0,43:55.1,2023-09-02 02:43:15,2023-09-02 02:43:30
524,2 - RWC 2011 Classic Match,Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,43:55.1,00:30.0,44:25.1,2023-09-02 02:43:30,2023-09-02 02:44:00
525,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,44:25.1,00:05.0,44:30.1,2023-09-02 02:44:00,2023-09-02 02:44:05
526,2 - RWC 2011 Classic Match,2 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\2 - RWC 2011 Classic Match.mp4,44:30.1,13:44.0,58:14.2,2023-09-02 02:44:05,2023-09-02 02:57:49
527,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:14.2,00:05.0,58:19.2,2023-09-02 02:57:49,2023-09-02 02:57:54
528,2 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,58:19.2,00:52.3,59:11.4,2023-09-02 02:57:54,2023-09-02 02:58:46
529,2 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,58:19.2,00:00.0,58:19.2,2023-09-02 02:58:46,2023-09-02 02:58:46
530,2 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,59:11.4,00:15.0,59:26.5,2023-09-02 02:58:46,2023-09-02 02:59:01
531,2 - RWC 2011 Classic Match,Promo-19 -30s.mp4,FILE,D:\Promos\Promo-19 -30s.mp4,59:26.5,00:28.5,59:55.0,2023-09-02 02:59:01,2023-09-02 02:59:29
532,2 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:55.0,00:05.0,00:00.0,2023-09-02 02:59:29,2023-09-02 02:59:34
533,3 - RWC 2011 Classic Match,3 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\3 - RWC 2011 Classic Match.mp4,00:00.0,12:55.0,12:55.0,2023-09-02 02:59:34,2023-09-02 03:12:29
534,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,12:55.0,00:05.0,13:00.0,2023-09-02 03:12:29,2023-09-02 03:12:34
535,3 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,13:00.0,00:15.0,13:15.0,2023-09-02 03:12:34,2023-09-02 03:12:49
536,3 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,13:00.0,00:00.0,13:00.0,2023-09-02 03:12:49,2023-09-02 03:12:49
537,3 - RWC 2011 Classic Match,Promo-11-15s.mp4,FILE,D:\Promos\Promo-11-15s.mp4,13:15.0,00:15.0,13:30.1,2023-09-02 03:12:49,2023-09-02 03:13:04
538,3 - RWC 2011 Classic Match,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,13:30.1,01:00.0,14:30.1,2023-09-02 03:13:04,2023-09-02 03:14:04
539,3 - RWC 2011 Classic Match,Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,14:30.1,00:30.0,15:00.1,2023-09-02 03:14:04,2023-09-02 03:14:34
540,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,15:00.1,00:05.0,15:05.1,2023-09-02 03:14:34,2023-09-02 03:14:39
541,3 - RWC 2011 Classic Match,3 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\3 - RWC 2011 Classic Match.mp4,15:05.1,13:08.0,28:13.2,2023-09-02 03:14:39,2023-09-02 03:27:47
542,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:13.2,00:05.0,28:18.2,2023-09-02 03:27:47,2023-09-02 03:27:52
543,3 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,28:18.2,00:15.0,28:33.2,2023-09-02 03:27:52,2023-09-02 03:28:07
544,3 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,28:18.2,00:00.0,28:18.2,2023-09-02 03:28:07,2023-09-02 03:28:07
545,3 - RWC 2011 Classic Match,Promo-7 -15s.mp4,FILE,D:\Promos\Promo-7 -15s.mp4,28:33.2,00:15.0,28:48.2,2023-09-02 03:28:07,2023-09-02 03:28:22
546,3 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,28:48.2,00:52.3,29:40.5,2023-09-02 03:28:22,2023-09-02 03:29:14
547,3 - RWC 2011 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,29:40.5,00:14.5,29:55.0,2023-09-02 03:29:14,2023-09-02 03:29:28
548,3 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,29:55.0,00:05.0,30:00.0,2023-09-02 03:29:28,2023-09-02 03:29:33
549,4 - RWC 2011 Classic Match,4 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\4 - RWC 2011 Classic Match.mp4,30:00.0,13:55.0,43:55.0,2023-09-02 03:29:33,2023-09-02 03:43:28
550,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,43:55.0,00:05.0,44:00.0,2023-09-02 03:43:28,2023-09-02 03:43:33
551,4 - RWC 2011 Classic Match,Promo-8 -30s.mp4,FILE,D:\Promos\Promo-8 -30s.mp4,44:00.0,00:30.0,44:30.0,2023-09-02 03:43:33,2023-09-02 03:44:03
552,4 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,44:00.0,00:00.0,44:00.0,2023-09-02 03:44:03,2023-09-02 03:44:03
553,4 - RWC 2011 Classic Match,Promo-4 -30s.mp4,FILE,D:\Promos\Promo-4 -30s.mp4,44:30.0,00:30.0,45:00.1,2023-09-02 03:44:03,2023-09-02 03:44:33
554,4 - RWC 2011 Classic Match,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,45:00.1,00:30.0,45:30.1,2023-09-02 03:44:33,2023-09-02 03:45:03
555,4 - RWC 2011 Classic Match,Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,45:30.1,00:30.0,46:00.1,2023-09-02 03:45:03,2023-09-02 03:45:33
556,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,46:00.1,00:05.0,46:05.1,2023-09-02 03:45:33,2023-09-02 03:45:38
557,4 - RWC 2011 Classic Match,4 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\4 - RWC 2011 Classic Match.mp4,46:05.1,12:10.0,58:15.2,2023-09-02 03:45:38,2023-09-02 03:57:48
558,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:15.2,00:05.0,58:20.2,2023-09-02 03:57:48,2023-09-02 03:57:53
559,4 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,58:20.2,00:52.3,59:12.4,2023-09-02 03:57:53,2023-09-02 03:58:45
560,4 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,58:20.2,00:00.0,58:20.2,2023-09-02 03:58:45,2023-09-02 03:58:45
561,4 - RWC 2011 Classic Match,Promo-10 -30s.mp4,FILE,D:\Promos\Promo-10 -30s.mp4,59:12.4,00:30.0,59:42.5,2023-09-02 03:58:45,2023-09-02 03:59:15
562,4 - RWC 2011 Classic Match,Promo-11-15s.mp4,FILE,D:\Promos\Promo-11-15s.mp4,59:42.5,00:12.5,59:55.0,2023-09-02 03:59:15,2023-09-02 03:59:27
563,4 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:55.0,00:05.0,00:00.0,2023-09-02 03:59:27,2023-09-02 03:59:32
564,5 - RWC 2011 Classic Match,5 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\5 - RWC 2011 Classic Match.mp4,00:00.0,13:45.0,13:45.0,2023-09-02 03:59:32,2023-09-02 04:13:17
565,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,13:45.0,00:05.0,13:50.0,2023-09-02 04:13:17,2023-09-02 04:13:22
566,5 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,13:50.0,00:15.0,14:05.0,2023-09-02 04:13:22,2023-09-02 04:13:37
567,5 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,13:50.0,00:00.0,13:50.0,2023-09-02 04:13:37,2023-09-02 04:13:37
568,5 - RWC 2011 Classic Match,Promo-18 -15s.mp4,FILE,D:\Promos\Promo-18 -15s.mp4,14:05.0,00:15.0,14:20.1,2023-09-02 04:13:37,2023-09-02 04:13:52
569,5 - RWC 2011 Classic Match,Promo-2 -30s.mp4,FILE,D:\Promos\Promo-2 -30s.mp4,14:20.1,00:30.0,14:50.1,2023-09-02 04:13:52,2023-09-02 04:14:22
570,5 - RWC 2011 Classic Match,Promo-17-60s.mp4,FILE,D:\Promos\Promo-17-60s.mp4,14:50.1,01:00.0,15:50.1,2023-09-02 04:14:22,2023-09-02 04:15:22
571,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,15:50.1,00:05.0,15:55.1,2023-09-02 04:15:22,2023-09-02 04:15:27
572,5 - RWC 2011 Classic Match,5 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\5 - RWC 2011 Classic Match.mp4,15:55.1,12:17.0,28:12.2,2023-09-02 04:15:27,2023-09-02 04:27:44
573,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:12.2,00:05.0,28:17.2,2023-09-02 04:27:44,2023-09-02 04:27:49
574,5 - RWC 2011 Classic Match,Promo-10 -30s.mp4,FILE,D:\Promos\Promo-10 -30s.mp4,28:17.2,00:30.0,28:47.2,2023-09-02 04:27:49,2023-09-02 04:28:19
575,5 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,28:17.2,00:00.0,28:17.2,2023-09-02 04:28:19,2023-09-02 04:28:19
576,5 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,28:47.2,00:52.3,29:39.5,2023-09-02 04:28:19,2023-09-02 04:29:11
577,5 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,29:39.5,00:15.0,29:54.5,2023-09-02 04:29:11,2023-09-02 04:29:26
578,5 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,29:54.5,00:05.0,29:59.5,2023-09-02 04:29:26,2023-09-02 04:29:31
579,6 - RWC 2011 Classic Match,6 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\6 - RWC 2011 Classic Match.mp4,29:59.5,12:37.0,42:36.5,2023-09-02 04:29:31,2023-09-02 04:42:08
580,6 - RWC 2011 Classic Match,Promo-16 -30s.mp4,FILE,D:\Promos\Promo-16 -30s.mp4,42:36.5,00:30.0,43:06.5,2023-09-02 04:42:08,2023-09-02 04:42:38
581,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,43:06.5,00:05.0,43:11.5,2023-09-02 04:42:38,2023-09-02 04:42:43
582,6 - RWC 2011 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,43:11.5,00:15.0,43:26.6,2023-09-02 04:42:43,2023-09-02 04:42:58
583,6 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,43:11.5,00:00.0,43:11.5,2023-09-02 04:42:58,2023-09-02 04:42:58
584,6 - RWC 2011 Classic Match,Promo-11-15s.mp4,FILE,D:\Promos\Promo-11-15s.mp4,43:26.6,00:15.0,43:41.6,2023-09-02 04:42:58,2023-09-02 04:43:13
585,6 - RWC 2011 Classic Match,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,43:41.6,01:00.0,44:41.6,2023-09-02 04:43:13,2023-09-02 04:44:13
586,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,44:41.6,00:05.0,44:46.6,2023-09-02 04:44:13,2023-09-02 04:44:18
587,6 - RWC 2011 Classic Match,6 - RWC 2011 Classic Match.mp4,FILE,D:\RugbyWC\6 - RWC 2011 Classic Match.mp4,44:46.6,13:26.0,58:12.7,2023-09-02 04:44:18,2023-09-02 04:57:44
588,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:12.7,00:05.0,58:17.7,2023-09-02 04:57:44,2023-09-02 04:57:49
589,6 - RWC 2011 Classic Match,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,58:17.7,00:15.0,58:32.7,2023-09-02 04:57:49,2023-09-02 04:58:04
590,6 - RWC 2011 Classic Match,SCTE35,EVENT,SCTE35,58:17.7,00:00.0,58:17.7,2023-09-02 04:58:04,2023-09-02 04:58:04
591,6 - RWC 2011 Classic Match,Promo-7 -15s.mp4,FILE,D:\Promos\Promo-7 -15s.mp4,58:32.7,00:15.0,58:47.7,2023-09-02 04:58:04,2023-09-02 04:58:19
592,6 - RWC 2011 Classic Match,Promo-6 -52s.mp4,FILE,D:\Promos\Promo-6 -52s.mp4,58:47.7,00:52.3,59:40.0,2023-09-02 04:58:19,2023-09-02 04:59:11
593,6 - RWC 2011 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,59:40.0,00:15.0,59:55.0,2023-09-02 04:59:11,2023-09-02 04:59:26
594,6 - RWC 2011 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:55.0,00:05.0,00:00.0,2023-09-02 04:59:26,2023-09-02 04:59:31
595,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,00:00.0,12:38.0,12:38.0,2023-09-02 04:59:31,2023-09-02 05:12:09
596,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,12:38.0,00:05.0,12:43.0,2023-09-02 05:12:09,2023-09-02 05:12:14
597,7 - History of RWC 2007 & 2011,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,12:43.0,01:00.0,13:43.0,2023-09-02 05:12:14,2023-09-02 05:13:14
598,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,12:43.0,00:00.0,12:43.0,2023-09-02 05:13:14,2023-09-02 05:13:14
599,7 - History of RWC 2007 & 2011,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,13:43.0,00:30.0,14:13.1,2023-09-02 05:13:14,2023-09-02 05:13:44
600,7 - History of RWC 2007 & 2011,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,14:13.1,00:15.0,14:28.1,2023-09-02 05:13:44,2023-09-02 05:13:59
601,7 - History of RWC 2007 & 2011,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,14:28.1,00:15.0,14:43.1,2023-09-02 05:13:59,2023-09-02 05:14:14
602,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,14:43.1,00:05.0,14:48.1,2023-09-02 05:14:14,2023-09-02 05:14:19
603,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,14:48.1,13:14.0,28:02.1,2023-09-02 05:14:19,2023-09-02 05:27:33
604,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:02.1,00:05.0,28:07.1,2023-09-02 05:27:33,2023-09-02 05:27:38
605,7 - History of RWC 2007 & 2011,Promo-17-60s.mp4,FILE,D:\Promos\Promo-17-60s.mp4,28:07.1,01:00.0,29:07.2,2023-09-02 05:27:38,2023-09-02 05:28:38
606,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,28:07.1,00:00.0,28:07.1,2023-09-02 05:28:38,2023-09-02 05:28:38
607,7 - History of RWC 2007 & 2011,Promo-8 -30s.mp4,FILE,D:\Promos\Promo-8 -30s.mp4,29:07.2,00:30.0,29:37.2,2023-09-02 05:28:38,2023-09-02 05:29:08
608,7 - History of RWC 2007 & 2011,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,29:37.2,00:15.0,29:52.2,2023-09-02 05:29:08,2023-09-02 05:29:23
609,7 - History of RWC 2007 & 2011,Promo-3 -15s.mp4,FILE,D:\Promos\Promo-3 -15s.mp4,29:52.2,00:15.0,30:07.3,2023-09-02 05:29:23,2023-09-02 05:29:38
610,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,30:07.3,00:05.0,30:12.3,2023-09-02 05:29:38,2023-09-02 05:29:43
611,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,30:12.3,14:00.0,44:12.3,2023-09-02 05:29:43,2023-09-02 05:43:43
612,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,44:12.3,00:05.0,44:17.3,2023-09-02 05:43:43,2023-09-02 05:43:48
613,7 - History of RWC 2007 & 2011,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,44:17.3,00:15.0,44:32.3,2023-09-02 05:43:48,2023-09-02 05:44:03
614,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,44:17.3,00:00.0,44:17.3,2023-09-02 05:44:03,2023-09-02 05:44:03
615,7 - History of RWC 2007 & 2011,Promo-9 -15s.mp4,FILE,D:\Promos\Promo-9 -15s.mp4,44:32.3,00:15.0,44:47.3,2023-09-02 05:44:03,2023-09-02 05:44:18
616,7 - History of RWC 2007 & 2011,Promo-4 -30s.mp4,FILE,D:\Promos\Promo-4 -30s.mp4,44:47.3,00:30.0,45:17.4,2023-09-02 05:44:18,2023-09-02 05:44:48
617,7 - History of RWC 2007 & 2011,Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,45:17.4,00:30.0,45:47.4,2023-09-02 05:44:48,2023-09-02 05:45:18
618,7 - History of RWC 2007 & 2011,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,45:47.4,00:30.0,46:17.4,2023-09-02 05:45:18,2023-09-02 05:45:48
619,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,46:17.4,00:05.0,46:22.4,2023-09-02 05:45:48,2023-09-02 05:45:53
620,7 - History of RWC 2007 & 2011,7 - History of RWC 2007 & 2011.mp4,FILE,D:\RugbyWC\7 - History of RWC 2007 & 2011.mp4,46:22.4,11:57.3,58:19.8,2023-09-02 05:45:53,2023-09-02 05:57:50
621,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,58:19.8,00:05.0,58:24.8,2023-09-02 05:57:50,2023-09-02 05:57:55
622,7 - History of RWC 2007 & 2011,Promo-13 -60s.mp4,FILE,D:\Promos\Promo-13 -60s.mp4,58:24.8,01:00.0,59:24.8,2023-09-02 05:57:55,2023-09-02 05:58:55
623,7 - History of RWC 2007 & 2011,SCTE35,EVENT,SCTE35,58:24.8,00:00.0,58:24.8,2023-09-02 05:58:55,2023-09-02 05:58:55
624,7 - History of RWC 2007 & 2011,Promo-8 -30s.mp4,FILE,D:\Promos\Promo-8 -30s.mp4,59:24.8,00:30.0,59:54.8,2023-09-02 05:58:55,2023-09-02 05:59:25
625,7 - History of RWC 2007 & 2011,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,59:54.8,00:05.0,59:59.8,2023-09-02 05:59:25,2023-09-02 05:59:30
626,8 - RWC 2015 Classic Match,8 - RWC 2015 Classic Match.mp4,FILE,D:\RugbyWC\8 - RWC 2015 Classic Match.mp4,59:59.8,16:04.0,16:03.8,2023-09-02 05:59:30,2023-09-02 06:15:34
627,8 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,16:03.8,00:05.0,16:08.8,2023-09-02 06:15:34,2023-09-02 06:15:39
628,8 - RWC 2015 Classic Match,Promo-5 -60s.mp4,FILE,D:\Promos\Promo-5 -60s.mp4,16:08.8,01:00.0,17:08.9,2023-09-02 06:15:39,2023-09-02 06:16:39
629,8 - RWC 2015 Classic Match,SCTE35,EVENT,SCTE35,16:08.8,00:00.0,16:08.8,2023-09-02 06:16:39,2023-09-02 06:16:39
630,8 - RWC 2015 Classic Match,Promo-15 -15s.mp4,FILE,D:\Promos\Promo-15 -15s.mp4,17:08.9,00:15.0,17:23.9,2023-09-02 06:16:39,2023-09-02 06:16:54
631,8 - RWC 2015 Classic Match,Promo-1 -15s.mp4,FILE,D:\Promos\Promo-1 -15s.mp4,17:23.9,00:15.0,17:38.9,2023-09-02 06:16:54,2023-09-02 06:17:09
632,8 - RWC 2015 Classic Match,Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,17:38.9,00:30.0,18:09.0,2023-09-02 06:17:09,2023-09-02 06:17:39
633,8 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,18:09.0,00:05.0,18:14.0,2023-09-02 06:17:39,2023-09-02 06:17:44
634,8 - RWC 2015 Classic Match,8 - RWC 2015 Classic Match.mp4,FILE,D:\RugbyWC\8 - RWC 2015 Classic Match.mp4,18:14.0,09:57.0,28:11.0,2023-09-02 06:17:44,2023-09-02 06:27:41
635,8 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,28:11.0,00:05.0,28:16.0,2023-09-02 06:27:41,2023-09-02 06:27:46
636,8 - RWC 2015 Classic Match,Promo-2 -30s.mp4,FILE,D:\Promos\Promo-2 -30s.mp4,28:16.0,00:30.0,28:46.0,2023-09-02 06:27:46,2023-09-02 06:28:16
637,8 - RWC 2015 Classic Match,SCTE35,EVENT,SCTE35,28:16.0,00:00.0,28:16.0,2023-09-02 06:28:16,2023-09-02 06:28:16
638,8 - RWC 2015 Classic Match,Promo-17-60s.mp4,FILE,D:\Promos\Promo-17-60s.mp4,28:46.0,01:00.0,29:46.1,2023-09-02 06:28:16,2023-09-02 06:29:16
639,8 - RWC 2015 Classic Match,Promo-7 -15s.mp4,FILE,D:\Promos\Promo-7 -15s.mp4,29:46.1,00:08.9,29:55.0,2023-09-02 06:29:16,2023-09-02 06:29:24
640,8 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,29:55.0,00:05.0,30:00.0,2023-09-02 06:29:24,2023-09-02 06:29:29
641,9 - RWC 2015 Classic Match,9 - RWC 2015 Classic Match.mp4,FILE,D:\RugbyWC\9 - RWC 2015 Classic Match.mp4,30:00.0,10:01.0,40:01.0,2023-09-02 06:29:29,2023-09-02 06:39:30
642,9 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,40:01.0,00:05.0,40:06.0,2023-09-02 06:39:30,2023-09-02 06:39:35
643,9 - RWC 2015 Classic Match,Promo-7 -15s.mp4,FILE,D:\Promos\Promo-7 -15s.mp4,40:06.0,00:15.0,40:21.0,2023-09-02 06:39:35,2023-09-02 06:39:50
644,9 - RWC 2015 Classic Match,SCTE35,EVENT,SCTE35,40:06.0,00:00.0,40:06.0,2023-09-02 06:39:50,2023-09-02 06:39:50
645,9 - RWC 2015 Classic Match,Promo-3 -15s.mp4,FILE,D:\Promos\Promo-3 -15s.mp4,40:21.0,00:15.0,40:36.1,2023-09-02 06:39:50,2023-09-02 06:40:05
646,9 - RWC 2015 Classic Match,Promo-12 -30s.mp4,FILE,D:\Promos\Promo-12 -30s.mp4,40:36.1,00:30.0,41:06.1,2023-09-02 06:40:05,2023-09-02 06:40:35
647,9 - RWC 2015 Classic Match,Promo-10 -30s.mp4,FILE,D:\Promos\Promo-10 -30s.mp4,41:06.1,00:30.0,41:36.1,2023-09-02 06:40:35,2023-09-02 06:41:05
648,9 - RWC 2015 Classic Match,Promo-14 -30s.mp4,FILE,D:\Promos\Promo-14 -30s.mp4,41:36.1,00:30.0,42:06.2,2023-09-02 06:41:05,2023-09-02 06:41:35
649,9 - RWC 2015 Classic Match,STARZPLAY SPORTS RWC IDENT.mp4,FILE,D:\Channel Idents\STARZPLAY SPORTS RWC IDENT.mp4,42:06.2,00:05.0,42:11.2,2023-09-02 06:41:35,2023-09-02 06:41:40
